**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Anklets of Bravery[豪勇のアンクレット]]|25|232|185|プリースト、ソーサラー、エレメントアーチャー(Lv65～)|12948
|[Bishop Shoes[ビショップシューズ]]|30|237|189|プリースト、ソーサラー、エレメントアーチャー(Lv65～)|12953
|[Morality Shoes[モラリティシューズ]]|30|245|196|プリースト、ソーサラー、エレメントアーチャー(Lv67～)|12958
|[Faith Greaves[フェイスグリーブ]]|35|258|206|プリースト、ソーサラー、エレメントアーチャー(Lv70～)|798
|[Libertas Shoes[リーベルタスシューズ]]|40|266|213|プリースト、ソーサラー、エレメントアーチャー(Lv70～)|12963
|[Carrion Greaves[カーリオングリーブ]]|45|272|217|プリースト、ソーサラー、エレメントアーチャー(Lv70～)|12968
|[Innocent Shoes[イノセントシューズ]]|50|291|233|プリースト、ソーサラー、エレメントアーチャー(Lv75～)|15414
|[Crimson Boots[唐紅のブーツ]]|55|299|239|プリースト、ソーサラー、エレメントアーチャー(Lv75～)|15419
|[Enhanced Boots[エンハンスドブーツ]]|60|308|246|プリースト、ソーサラー、エレメントアーチャー(Lv75～)|15424
|[Medium Boots[メディウムブーツ]]|60|317|253|プリースト、ソーサラー、エレメントアーチャー(Lv77～)|15429
|[Garrisoner's Shoes[防人のシューズ]]|65|328|263|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|15434
|[Ginkgo-dyed Footwear[銀杏染めの靴]]|70|33|269|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|15439
|[Azure Bottoms[アズールボトム]]|75|346|276|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|15444
|[Modestly Greaves[モデストリーグリーブ]]|80|345|276|プリースト、ソーサラー、エレメントアーチャー(Lv80～)|17766
|[Duarev Shoes[デュアレフシューズ]]|85|364|291|プリースト、ソーサラー、エレメントアーチャー(Lv83～)|17771
|[Acrean Boots[アッカリアブーツ]]|90|380|304|プリースト、ソーサラー、エレメントアーチャー(Lv85～)|17776
|[Magnus Boots[マグナスブーツ]]|90|378|302|プリースト、ソーサラー、エレメントアーチャー(Lv85～)|18394
|[Anklets of Hope[光明のアンクレット]]|95|396|317|プリースト、ソーサラー、エレメントアーチャー(Lv88～)|18399
|[Dools High Boots[ドゥールズハイブーツ]]|100|421|337|プリースト、ソーサラー、エレメントアーチャー(Lv90～)|18404
|[Waistcloth of Sacrament[秘蹟の腰巻]]|100|420|336|プリースト、ソーサラー、エレメントアーチャー(Lv90～)|20599
|[June Bottoms[ジューヌボトムス]]|105|444|355|プリースト、ソーサラー、エレメントアーチャー(Lv93～)|20604
|[[メヒザフブーツ]]|110|458|367|プリースト、ソーサラー、エレメントアーチャー(Lv95～)|20609
|[Miséricorde Shoes[ミゼリコルドシューズ]]|110|457|365|プリースト、ソーサラー、エレメントアーチャー(Lv95～)|20927
|[Charité Boots[シャリテブーツ]]|115|473|379|プリースト、ソーサラー、エレメントアーチャー(Lv98～)|20932
|[Redoutable Boots[ルドゥタブルブーツ]]|120|491|393|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|20937
|[[精霊の魔道足]]|130|499|399|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24374
|[[炎王の魔道足]]|130|499|399|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24379
|[[白翼の魔道足]]|130|499|399|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24384
|[[黄金の魔道足]]|130|499|399|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24389
|[[黒砕の魔道足]]|135|506|405|プリースト、ソーサラー、エレメントアーチャー(Lv100～)|24394
|[[蛮勇のマジックハイブーツ]]|140|554|443|プリースト、ソーサラー、エレメントアーチャー(Lv105～)|25371
