**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Boots of Benevolence[仁徳のブーツ]]|60|317|253|シールドセージ、アルケミスト、ハイセプター(Lv77～)|15464
|[Monochrome Greaves[モノクロームグリーブ]]|65|328|263|シールドセージ、アルケミスト、ハイセプター(Lv80～)|15469
|[Dark Red Greaves[黒緋のグリーブ]]|70|33|269|シールドセージ、アルケミスト、ハイセプター(Lv80～)|15474
|[Azure Greaves[アズールグリーブ]]|75|346|276|シールドセージ、アルケミスト、ハイセプター(Lv80～)|15479
|[Brass Greaves[ブラスグリーブ]]|80|345|276|シールドセージ、アルケミスト、ハイセプター(Lv80～)|17781
|[Sizjak Greaves[シジャークグリーブ]]|85|364|291|シールドセージ、アルケミスト、ハイセプター(Lv83～)|17786
|[Acrean Bottoms[アッカリアボトム]]|90|380|304|シールドセージ、アルケミスト、ハイセプター(Lv85～)|17791
|[Kelsus Greaves[ケルススグリーブ]]|90|378|302|シールドセージ、アルケミスト、ハイセプター(Lv85～)|18409
|[Kier Boots[キアーブーツ]]|95|396|317|シールドセージ、アルケミスト、ハイセプター(Lv88～)|18414
|[Dools Legs[ドゥールズレッグス]]|100|421|337|シールドセージ、アルケミスト、ハイセプター(Lv90～)|18419
|[Pundit Greaves[パンディットグリーブ]]|100|420|336|シールドセージ、アルケミスト、ハイセプター(Lv90～)|20659
|[Briller Poleyn[ブリイェールポレイン]]|105|444|355|シールドセージ、アルケミスト、ハイセプター(Lv93～)|20664
|[[メヒザフキュイス]]|110|458|367|シールドセージ、アルケミスト、ハイセプター(Lv95～)|20669
|[Positivité Greaves[ポシビリテグリーブ]]|110|457|365|シールドセージ、アルケミスト、ハイセプター(Lv95～)|20987
|[Solidarité Bottoms[ソリダリテボトム]]|115|473|379|シールドセージ、アルケミスト、ハイセプター(Lv98～)|20992
|[Ideal Legs[イデアルレッグス]]|120|491|393|シールドセージ、アルケミスト、ハイセプター(Lv100～)|20997
|[[精霊の魔戦足]]|130|499|399|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24474
|[[炎王の魔戦足]]|130|499|399|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24479
|[[白翼の魔戦足]]|130|499|399|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24484
|[[黄金の魔戦足]]|130|499|399|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24489
|[[黒砕の魔戦足]]|135|506|405|シールドセージ、アルケミスト、ハイセプター(Lv100～)|24494
|[[蛮勇のレンジャーレッグス]]|140|554|443|シールドセージ、アルケミスト、ハイセプター(Lv105～)|25431
