#index,class_name,parent_name,size_param,size_decoded,id_hex,attr,alloc_idx,this_addr,parent_addr,vptr
1650,cHumanActStoneLost,cHumanActBase,48,48,0x71417cb5,0,0,0x0218c7d4,0x0218c054,0x01ae28a8
1651,cHumanActErosionLost,cHumanActBase,56,56,0x7c5bc3b4,0,0,0x0218c7f4,0x0218c054,0x01ae28a8
1652,cHumanActLostEnd,cHumanActBase,52,52,0x4ba32df4,0,0,0x0218c814,0x0218c054,0x01ae28a8
1653,cHumanActWakeUp,cHumanActBase,44,44,0x495c667d,0,0,0x0218c834,0x0218c054,0x01ae28a8
1654,cHumanActHugeble,cHumanActBase,44,44,0x18572bd3,0,0,0x0218c854,0x0218c054,0x01ae28a8
1655,cHumanActEmotionBase,cHumanActBase,44,44,0x20ca6a03,0,0,0x0218c874,0x0218c054,0x01ae28a8
1656,cHumanActEmotion,cHumanActEmotionBase,44,44,0x7e7ad474,0,0,0x0218c894,0x0218c874,0x01ae28a8
1657,cHumanActEmotionLoopBegin,cHumanActEmotionBase,44,44,0x724f23f6,0,0,0x0218c8b4,0x0218c874,0x01ae28a8
1658,cHumanActEmotionLoop,cHumanActEmotionBase,44,44,0x4121898c,0,0,0x0218c8d4,0x0218c874,0x01ae28a8
1659,cHumanActEmotionLoopEnd,cHumanActEmotionBase,44,44,0x09f77d3a,0,0,0x0218c8f4,0x0218c874,0x01ae28a8
1660,cHumanActEmotionLoopEndManual,cHumanActEmotionBase,44,44,0x774314f5,0,0,0x0218c914,0x0218c874,0x01ae28a8
1661,cHumanActEmotionLoopEndNoIK,cHumanActEmotionBase,44,44,0x74d3607f,0,0,0x0218c934,0x0218c874,0x01ae28a8
1662,cHumanActEmotionMoving,cHumanActEmotionBase,48,48,0x5e40cc7f,0,0,0x0218c954,0x0218c874,0x01ae28a8
1663,cHumanActEmotionRabbitJump,cHumanActEmotionBase,48,48,0x42eaae3a,0,0,0x0218c974,0x0218c874,0x01ae28a8
1664,cHumanActEmotionRabbitJumpJump,cHumanActEmotionBase,52,52,0x3b4ea661,0,0,0x0218c994,0x0218c874,0x01ae28a8
1665,cHumanActEmotionRabbitJumpEnd,cHumanActEmotionBase,44,44,0x1e5756c6,0,0,0x0218c9b4,0x0218c874,0x01ae28a8
1666,cHumanActChangeBattleMode,cHumanActBase,52,52,0x70cfc9c4,0,0,0x0218c9d4,0x0218c054,0x01ae28a8
1667,cHumanActChangeBattleModeAir,cHumanActBase,56,56,0x7c29aac3,0,0,0x0218c9f4,0x0218c054,0x01ae28a8
1668,cHumanCustomBase,cHumanActBase,40,40,0x3c7a1836,1,0,0x0218ca14,0x0218c054,0x01ae28a8
1669,cHumanCustomDodgeBeforeBase,cHumanCustomBase,40,40,0x4ce41307,0,0,0x0218ca34,0x0218ca14,0x01ae28a8
1670,cHumanCustomDodgeAfterBase,cHumanCustomBase,40,40,0x6015665f,0,0,0x0218ca54,0x0218ca14,0x01ae28a8
1671,cHumanActStaminaOutWalk,cHumanActBase,52,52,0x72791236,0,0,0x0218ca74,0x0218c054,0x01ae28a8
1672,cHumanActStaminaRefresh,cHumanActBase,48,48,0x293081b5,0,0,0x0218ca94,0x0218c054,0x01ae28a8
1673,cHumanActStaminaRecover,cHumanActBase,40,40,0x3c39d003,0,0,0x0218cab4,0x0218c054,0x01ae28a8
1674,cHumanActStaminaOutLand,cHumanActBase,44,44,0x57e8bdbb,0,0,0x0218cad4,0x0218c054,0x01ae28a8
1675,cHumanActWallStop,cHumanActBase,40,40,0x3e572917,0,0,0x0218caf4,0x0218c054,0x01ae28a8
1676,cHumanActHumitodomari,cHumanActBase,40,40,0x51a4b34e,0,0,0x0218cb14,0x0218c054,0x01ae28a8
1677,cHumanActItemPickOutWait,cHumanActBase,40,40,0x3745d16a,0,0,0x0218cb34,0x0218c054,0x01ae28a8
1678,cHumanActItemPickOut,cHumanActBase,40,40,0x4780397f,0,0,0x0218cb54,0x0218c054,0x01ae28a8
1679,cHumanActItemThrowPre,cHumanActBase,48,48,0x3f51f830,0,0,0x0218cb74,0x0218c054,0x01ae28a8
1680,cHumanActItemThrow,cHumanActBase,44,44,0x32da0c21,0,0,0x0218cb94,0x0218c054,0x01ae28a8
1681,cHumanActItemFinish,cHumanActBase,40,40,0x0662f889,0,0,0x0218cbb4,0x0218c054,0x01ae28a8
1682,cHumanActAltitudeFall,cHumanActBase,48,48,0x180be1fd,0,0,0x0218cbd4,0x0218c054,0x01ae28a8
1683,cHumanActAltitudeFallLand,cHumanActBase,40,40,0x687a13aa,0,0,0x0218cbf4,0x0218c054,0x01ae28a8
1684,cHumanActSlipSlope,cHumanActBase,144,144,0x4bdd91d3,0,0,0x0218cc14,0x0218c054,0x01ae28a8
1685,cHumanActSlipSlopeEnd,cHumanActBase,80,80,0x580732d3,0,0,0x0218cc34,0x0218c054,0x01ae28a8
1686,cHumanActCatapult,cHumanActBase,44,44,0x4eb6afbc,0,0,0x0218cc54,0x0218c054,0x01ae28a8
1687,cHumanActTouchActBase,cHumanActBase,44,44,0x63e7f672,0,0,0x0218cc74,0x0218c054,0x01ae28a8
1688,cHumanActTouchAct,cHumanActTouchActBase,56,56,0x683c42e5,0,0,0x0218cc94,0x0218cc74,0x01ae28a8
1689,cHumanActTouchActLoop,cHumanActTouchActBase,48,48,0x020c15fd,0,0,0x0218ccb4,0x0218cc74,0x01ae28a8
1690,cHumanActOnsenIn,cHumanActTouchActBase,44,44,0x57ba264c,0,0,0x0218ccd4,0x0218cc74,0x01ae28a8
1691,cHumanActWeatherForecast,cHumanActTouchActBase,44,44,0x25e07fe8,0,0,0x0218ccf4,0x0218cc74,0x01ae28a8
1692,cHumanActStaminaRescue,cHumanActTouchActBase,48,48,0x2d7de4fb,0,0,0x0218cd14,0x0218cc74,0x01ae28a8
1693,cHumanActOcdRescue,cHumanActTouchActBase,48,48,0x21ccf029,0,0,0x0218cd34,0x0218cc74,0x01ae28a8
1694,cHumanActErosionRescue,cHumanActTouchActBase,96,96,0x0751d236,0,0,0x0218cd54,0x0218cc74,0x01ae28a8
1695,cHumanActReceiveErosionRescue,cHumanActBase,40,40,0x16e6c65e,0,0,0x0218cd74,0x0218c054,0x01ae28a8
1696,cHumanActReceiveErosionRescueEnd,cHumanActBase,40,40,0x751b986a,0,0,0x0218cd94,0x0218c054,0x01ae28a8
1697,cHumanActPutLever,cHumanActTouchActBase,80,80,0x4b62cd94,0,0,0x0218cdb4,0x0218cc74,0x01ae28a8
1698,cHumanActPutLoopLever,cHumanActTouchActBase,80,80,0x24a1adc6,0,0,0x0218cdd4,0x0218cc74,0x01ae28a8
1699,cHumanActPutLoopLeverEnd,cHumanActTouchActBase,44,44,0x68aa174f,0,0,0x0218cdf4,0x0218cc74,0x01ae28a8
1700,cHumanActSitChairBegin,cHumanActTouchActBase,80,80,0x3bd8c9e3,0,0,0x0218ce14,0x0218cc74,0x01ae28a8
1701,cHumanActSitChairSuccess,cHumanActTouchAct,60,60,0x0ee257f4,0,0,0x0218ce34,0x0218cc94,0x01ae28a8
1702,cHumanActWarpBegin,cHumanActBase,52,52,0x4aa4cdaa,0,0,0x0218ce54,0x0218c054,0x01ae28a8
1703,cHumanActWarpEnd,cHumanActBase,40,40,0x26723a57,0,0,0x0218ce74,0x0218c054,0x01ae28a8
1704,cHumanActDeathWarp,cHumanActBase,80,80,0x10e3f465,0,0,0x0218ce94,0x0218c054,0x01ae28a8
1705,cHumanPickUp,cHumanActBase,44,44,0x2f9d79ba,0,0,0x0218ceb4,0x0218c054,0x01ae28a8
1706,cHumanActSetMotion,cHumanActBase,40,40,0x4506e2d6,0,0,0x0218ced4,0x0218c054,0x01ae28a8
1707,cHumanActSetNpcMotion,cHumanActBase,80,80,0x1eb0fb5d,0,0,0x0218cef4,0x0218c054,0x01ae28a8
1708,cHumanActNpcTalk,cHumanActBase,72,72,0x73a32500,0,0,0x0218cf14,0x0218c054,0x01ae28a8
1709,cHumanActLadderBase,cHumanActBase,40,40,0x53609d36,0,0,0x0218cf34,0x0218c054,0x01ae28a8
1710,cHumanActCatchLadder,cHumanActLadderBase,96,96,0x336e4db4,0,0,0x0218cf54,0x0218cf34,0x01ae28a8
1711,cHumanActGetOffLadder,cHumanActLadderBase,40,40,0x2c7a335b,0,0,0x0218cf74,0x0218cf34,0x01ae28a8
1712,cHumanActGetOffLadderSummit,cHumanActLadderBase,80,80,0x0514d91e,0,0,0x0218cf94,0x0218cf34,0x01ae28a8
1713,cHumanActClimbLadder,cHumanActLadderBase,80,80,0x2ae52e5e,0,0,0x0218cfb4,0x0218cf34,0x01ae28a8
1714,cHumanActSlideLadder,cHumanActLadderBase,44,44,0x5efbcf30,0,0,0x0218cfd4,0x0218cf34,0x01ae28a8
1715,cHumanActSlideLadderEnd,cHumanActLadderBase,40,40,0x0596a918,0,0,0x0218cff4,0x0218cf34,0x01ae28a8
1716,cHumanActJumpLadder,cHumanActLadderBase,44,44,0x38b6e64f,0,0,0x0218d014,0x0218cf34,0x01ae28a8
1717,cHumanActAirCatchLadder,cHumanActLadderBase,96,96,0x116df740,0,0,0x0218d034,0x0218cf34,0x01ae28a8
1718,cHumanActFastClimb,cHumanActLadderBase,44,44,0x6bd51025,0,0,0x0218d054,0x0218cf34,0x01ae28a8
1719,cHumanActShrinkLadder,cHumanActLadderBase,64,64,0x263759c4,0,0,0x0218d074,0x0218cf34,0x01ae28a8
1720,cHumanActPawnFollowWarp,cHumanActBase,40,40,0x2a43dbe9,0,0,0x0218d094,0x0218c054,0x01ae28a8
1721,cHumanActPawnPartyIn,cHumanActBase,44,44,0x48db86b8,0,0,0x0218d0b4,0x0218c054,0x01ae28a8
1722,cHumanActPawnTalk,cHumanActBase,40,40,0x0131423b,0,0,0x0218d0d4,0x0218c054,0x01ae28a8
1723,cHumanActCallWaitting,cHumanActBase,44,44,0x35e91c2a,0,0,0x0218d0f4,0x0218c054,0x01ae28a8
1724,cHumanActCallWaittingEnd,cHumanActBase,44,44,0x4d8b68c1,0,0,0x0218d114,0x0218c054,0x01ae28a8
1725,cHumanActDisconnectWait,cHumanActBase,44,44,0x2a7b0654,0,0,0x0218d134,0x0218c054,0x01ae28a8
1726,cHumanActDisconnectRecover,cHumanActBase,40,40,0x08c4b7ea,0,0,0x0218d154,0x0218c054,0x01ae28a8
1727,cHumanActJob09FrightBoardJump,cHumanActBase,56,56,0x0072cb12,0,0,0x0218d174,0x0218c054,0x01ae28a8
1728,cHumanActNpcTurn,cHumanActBase,96,96,0x4ca7e5fc,0,0,0x0218d194,0x0218c054,0x01ae28a8
1729,cHumanActSetNpcMotMyRoom,cHumanActBase,68,68,0x03c0b20c,0,0,0x0218d1b4,0x0218c054,0x01ae28a8
1730,cHumanBedAction,cHumanActTouchActBase,112,112,0x20e920a0,0,0,0x0218d1d4,0x0218cc74,0x01ae28a8
1731,cHumanBathtubAction,cHumanActTouchActBase,128,128,0x1afa447e,0,0,0x0218d1f4,0x0218cc74,0x01ae28a8
1732,cHumanActCustomSkillChange,cHumanActBase,44,44,0x47839f88,0,0,0x0218d214,0x0218c054,0x01ae28a8
1733,cHumanActBaphometEXMWarp,cHumanActBase,60,60,0x43fb9e33,0,0,0x0218d234,0x0218c054,0x01ae28a8
1734,cHumanActBaphometEXMWarpEnd,cHumanActBase,40,40,0x24707bc9,0,0,0x0218d254,0x0218c054,0x01ae28a8
1735,cHumanActSiteFootwork,cHumanActBase,40,40,0x54660c0b,0,0,0x0218d274,0x0218c054,0x01ae28a8
1736,cHmActMandraPickup,cHumanActBase,40,40,0x22768b18,0,0,0x0218d294,0x0218c054,0x01ae28a8
1737,cHmActMandraLoop,cHumanActBase,40,40,0x14e14e83,0,0,0x0218d2b4,0x0218c054,0x01ae28a8
1738,cHmActMandraPut,cHumanActBase,40,40,0x4f66a54f,0,0,0x0218d2d4,0x0218c054,0x01ae28a8
1739,cHmActMandraStroke,cHumanActBase,40,40,0x6aa2e997,0,0,0x0218d2f4,0x0218c054,0x01ae28a8
1740,cHmActMandraStrokeEnd,cHumanActBase,40,40,0x08c8883d,0,0,0x0218d314,0x0218c054,0x01ae28a8
1741,cHmActBlowJumpUp,cHumanActBase,80,80,0x592d3279,0,0,0x0218d334,0x0218c054,0x01ae28a8
1742,cHmActBlowJumpUpEnd,cHumanActBase,40,40,0x347ff741,0,0,0x0218d354,0x0218c054,0x01ae28a8
1743,cHmActBlowJumpSide,cHumanActBase,44,44,0x3cffb645,0,0,0x0218d374,0x0218c054,0x01ae28a8
1744,cHmActBlowJumpSideEnd,cHumanActBase,44,44,0x2e3c05e7,0,0,0x0218d394,0x0218c054,0x01ae28a8
1745,cHmActDeathCountDeath,cHumanActBase,48,48,0x4301b081,0,0,0x0218d3b4,0x0218c054,0x01ae28a8
1746,cHmActDeathCountDeathAir,cHumanActBase,48,48,0x0859c853,0,0,0x0218d3d4,0x0218c054,0x01ae28a8
1747,cHmActSpearBlow,cHumanActBlow,56,56,0x7f6d7f15,0,0,0x0218d3f4,0x0218c594,0x01ae28a8
1748,cHmActGreatestBlow,cHumanActBase,48,48,0x55c2c792,0,0,0x0218d414,0x0218c054,0x01ae28a8
1749,cHmActPawnSpecialityBase,cHumanActBase,76,76,0x3ca7e71f,0,0,0x0218d434,0x0218c054,0x01ae28a8
1750,cHmActDeathRecoverByPawn,cHumanActBase,48,48,0x2f1794c2,0,0,0x0218d454,0x0218c054,0x01ae28a8
1751,cHumanActSacrificeLow,cHumanActBase,44,44,0x7957923f,0,0,0x0218d474,0x0218c054,0x01ae28a8
1752,cHumanActSacrificeHigh,cHumanActBase,112,112,0x34db6a71,0,0,0x0218d494,0x0218c054,0x01ae28a8
1753,cHmActDragPoint,cHumanActBase,40,40,0x387f3949,0,0,0x0218d4b4,0x0218c054,0x01ae28a8
1754,cHmActAfterLifeWarp,cHumanActBase,56,56,0x3c88c6a0,0,0,0x0218d4d4,0x0218c054,0x01ae28a8
1755,cHmActJankenBase,cHumanActBase,44,44,0x7d1d636e,0,0,0x0218d4f4,0x0218c054,0x01ae28a8
1756,cHmActJankenCall,cHmActJankenBase,48,48,0x7127b231,0,0,0x0218d514,0x0218d4f4,0x01ae28a8
1757,cHmActJankenCallJudge,cHmActJankenBase,44,44,0x0d878cb3,0,0,0x0218d534,0x0218d4f4,0x01ae28a8
1758,cHmActJankenCallEnd,cHmActJankenBase,44,44,0x11a05a44,0,0,0x0218d554,0x0218d4f4,0x01ae28a8
1759,cHmActJankenJoin,cHmActJankenBase,96,96,0x15c845d8,0,0,0x0218d574,0x0218d4f4,0x01ae28a8
1760,cHmActJankenJoinJudge,cHmActJankenBase,44,44,0x2b5ea676,0,0,0x0218d594,0x0218d4f4,0x01ae28a8
1761,cHmActJankenJoinEnd,cHmActJankenBase,44,44,0x5cdb391c,0,0,0x0218d5b4,0x0218d4f4,0x01ae28a8
1762,cHmActJankenPonPon,cHmActJankenBase,48,48,0x16570529,0,0,0x0218d5d4,0x0218d4f4,0x01ae28a8
1763,cHmActJankenEnd,cHmActJankenBase,44,44,0x7e9e9bf2,0,0,0x0218d5f4,0x0218d4f4,0x01ae28a8
1764,cHmActJankenRandamPon,cHmActJankenBase,48,48,0x1225366c,0,0,0x0218d614,0x0218d4f4,0x01ae28a8
1765,cHumanActPurgatoryRecovery,cHumanActBase,44,44,0x4c40925d,0,0,0x0218d634,0x0218c054,0x01ae28a8
1766,cHumanActBringPhotoSphereStart,cHumanActBase,44,44,0x6e091f23,0,0,0x0218d654,0x0218c054,0x01ae28a8
1767,cHumanActBringPhotoSphereLoop,cHumanActBase,40,40,0x6ffa488c,0,0,0x0218d674,0x0218c054,0x01ae28a8
1768,cHumanActBringPhotoSphereJump,cHumanActBase,52,52,0x69165374,0,0,0x0218d694,0x0218c054,0x01ae28a8
1769,cHumanActBringPhotoSphereJumpLand,cHumanActBase,40,40,0x0b276ef3,0,0,0x0218d6b4,0x0218c054,0x01ae28a8
1770,cHumanActBringPhotoSphereFall,cHumanActBase,44,44,0x35f58a6e,0,0,0x0218d6d4,0x0218c054,0x01ae28a8
1771,cHumanActBringPhotoSphereThrow,cHumanActBase,44,44,0x3ee30b9b,0,0,0x0218d6f4,0x0218c054,0x01ae28a8
1772,cHumanActBringPhotoSphereThrowAir,cHumanActBase,40,40,0x50dd1a2f,0,0,0x0218d714,0x0218c054,0x01ae28a8
1773,cHumanActBringPhotoSphereRelease,cHumanActBase,48,48,0x4b253bf9,0,0,0x0218d734,0x0218c054,0x01ae28a8
1774,cHumanActEnemyClimbBase,cHumanActBase,160,160,0x4f2f05e4,0,0,0x0218d758,0x0218c054,0x01ae28a8
1775,cHumanActEnemyClimbBegin,cHumanActEnemyClimbBase,304,304,0x355a96cc,0,0,0x0218d778,0x0218d758,0x01ae28a8
1776,cHumanActEnemyClimb,cHumanActEnemyClimbBase,272,272,0x45704c7f,0,0,0x0218d798,0x0218d758,0x01ae28a8
1777,cHumanActEnemyClimbStep,cHumanActEnemyClimbBase,208,208,0x4c2205b9,0,0,0x0218d7b8,0x0218d758,0x01ae28a8
1778,cHumanActEnemyClimbEndure,cHumanActEnemyClimbBase,176,176,0x2414e8d4,0,0,0x0218d7d8,0x0218d758,0x01ae28a8
1779,cHumanActEnemyClimbEndureEnd,cHumanActEnemyClimbBase,160,160,0x410d9c12,0,0,0x0218d7f8,0x0218d758,0x01ae28a8
1780,cHumanActEnemyClimbJolt,cHumanActEnemyClimbBase,176,176,0x27ef2e6d,0,0,0x0218d818,0x0218d758,0x01ae28a8
1781,cHumanActEnemyClimbLargeJolt,cHumanActEnemyClimbBase,192,192,0x4e5477ab,0,0,0x0218d838,0x0218d758,0x01ae28a8
1782,cHumanActEnemyClimbJoltEnd,cHumanActEnemyClimbBase,160,160,0x3c4d0252,0,0,0x0218d858,0x0218d758,0x01ae28a8
1783,cHumanActEnemyClimbEnd,cHumanActEnemyClimbBase,176,176,0x1494f2de,0,0,0x0218d878,0x0218d758,0x01ae28a8
1784,cHumanActEnemyClimbShakeDamageS,cHumanActEnemyClimbBase,160,160,0x61db9b5d,0,0,0x0218d898,0x0218d758,0x01ae28a8
1785,cHumanActEnemyClimbShakeDamageL,cHumanActEnemyClimbBase,176,176,0x6cd396a8,0,0,0x0218d8b8,0x0218d758,0x01ae28a8
1786,cHumanActEnemyClimbShakeDamageLEnd,cHumanActEnemyClimbBase,160,160,0x285a0e85,0,0,0x0218d8d8,0x0218d758,0x01ae28a8
1787,cHumanActEnemyClimbShrink,cHumanActEnemyClimbBase,160,160,0x1f5adeff,0,0,0x0218d8f8,0x0218d758,0x01ae28a8
1788,cHumanActCliffHang,cHumanActBase,112,112,0x44d24e42,0,0,0x0218d918,0x0218c054,0x01ae28a8
1789,cHumanActCliffClimb,cHumanActBase,144,144,0x41b0e545,0,0,0x0218d938,0x0218c054,0x01ae28a8
1790,cHumanActWallClimbBase,cHumanActBase,192,192,0x6179f6db,0,0,0x0218d958,0x0218c054,0x01ae28a8
1791,cHumanActWallClimbBegin,cHumanActBase,80,80,0x0392ed02,0,0,0x0218d978,0x0218c054,0x01ae28a8
1792,cHumanActWallClimbBeginTop,cHumanActBase,128,128,0x2f802b1c,0,0,0x0218d998,0x0218c054,0x01ae28a8
1793,cHumanActWallClimb,cHumanActWallClimbBase,208,208,0x2e7d2ac6,0,0,0x0218d9b8,0x0218d958,0x01ae28a8
1794,cHumanActWallClimbLand,cHumanActBase,96,96,0x09cddd62,0,0,0x0218d9d8,0x0218c054,0x01ae28a8
1795,cHumanActWallClimbJump,cHumanActBase,44,44,0x067e0eac,0,0,0x0218d9f8,0x0218c054,0x01ae28a8
1796,cHumanActWallClimbDetach,cHumanActBase,44,44,0x02ac2e32,0,0,0x0218da18,0x0218c054,0x01ae28a8
1797,cHumanActWallClimbFastMove,cHumanActWallClimbBase,208,208,0x33d65519,0,0,0x0218da38,0x0218d958,0x01ae28a8
1798,cHumanActWallClimbShrink,cHumanActWallClimbBase,208,208,0x6330f933,0,0,0x0218da58,0x0218d958,0x01ae28a8
1799,cInterfaceBase,(root),8,8,0x27d6e86e,0,0,0x0218da78,0x021e71e8,0x01ae28a8
1800,cJob01AttackS,cHumanActBase,40,40,0x2b7355d6,0,0,0x0218daa8,0x0218c054,0x01ae28a8
1801,cJob01AttackAirS,cHumanActBase,48,48,0x55b9b4bf,0,0,0x0218dac8,0x0218c054,0x01ae28a8
1802,cJob01AttackAirL00,cHumanActBase,48,48,0x41b4f249,0,0,0x0218dae8,0x0218c054,0x01ae28a8
1803,cJob01AttackAirL01,cHumanActBase,48,48,0x36b3c2df,0,0,0x0218db08,0x0218c054,0x01ae28a8
1804,cJob01AttackL_Charge_Begin,cHumanActBase,40,40,0x2df8ed02,0,0,0x0218db28,0x0218c054,0x01ae28a8
1805,cJob01AttackL_Charge_Loop,cHumanActBase,44,44,0x5e9f9429,0,0,0x0218db48,0x0218c054,0x01ae28a8
1806,cJob01AttackL,cHumanActBase,40,40,0x267b5823,0,0,0x0218db68,0x0218c054,0x01ae28a8
1807,cJob01AttackDelayCombo,cHumanActBase,40,40,0x29c1e2d7,0,0,0x0218db88,0x0218c054,0x01ae28a8
1808,cJob01ClimeEnemyAttackLoop,cHumanActEnemyClimbBase,176,176,0x769fe4f6,0,0,0x0218dba8,0x0218d758,0x01ae28a8
1809,cJob01ClimeEnemyAttackEnd,cHumanActEnemyClimbBase,160,160,0x42bdb576,0,0,0x0218dbc8,0x0218d758,0x01ae28a8
1810,cJob01GuardBase,cHumanActBase,48,48,0x3248e461,0,0,0x0218dbe8,0x0218c054,0x01ae28a8
1811,cJob01GuardStart,cJob01GuardBase,48,48,0x4d094618,0,0,0x0218dc08,0x0218dbe8,0x01ae28a8
1812,cJob01GuardEnd,cJob01GuardBase,48,48,0x74ebc651,0,0,0x0218dc28,0x0218dbe8,0x01ae28a8
1813,cJob01GuardJump,cJob01GuardBase,52,52,0x554f1c16,0,0,0x0218dc48,0x0218dbe8,0x01ae28a8
1814,cJob01GuardLand,cJob01GuardBase,48,48,0x5afccfd8,0,0,0x0218dc68,0x0218dbe8,0x01ae28a8
1815,cJob01Guard,cJob01GuardBase,52,52,0x0a767a7f,0,0,0x0218dc88,0x0218dbe8,0x01ae28a8
1816,cJob01GuardAirStart,cJob01GuardBase,52,52,0x0fca103d,0,0,0x0218dca8,0x0218dbe8,0x01ae28a8
1817,cJob01GuardAirEnd,cJob01GuardBase,52,52,0x5c35354d,0,0,0x0218dcc8,0x0218dbe8,0x01ae28a8
1818,cJob01GuardReaction,cJob01GuardBase,48,48,0x122040ec,0,0,0x0218dce8,0x0218dbe8,0x01ae28a8
1819,cJob01GuardAirReaction,cJob01GuardBase,52,52,0x422aadfd,0,0,0x0218dd08,0x0218dbe8,0x01ae28a8
1820,cJob01GuardCounter,cJob01GuardBase,48,48,0x3a4509f4,0,0,0x0218dd28,0x0218dbe8,0x01ae28a8
1821,cJob01GuardCounterAir,cJob01GuardBase,52,52,0x1ed5f269,0,0,0x0218dd48,0x0218dbe8,0x01ae28a8
1822,cJob01Custom01,cHumanCustomBase,60,60,0x6f99db63,0,0,0x0218dd68,0x0218ca14,0x01ae28a8
1823,cJob01Custom01Finish,cHumanCustomBase,44,44,0x65215e02,0,0,0x0218dd88,0x0218ca14,0x01ae28a8
1824,cJob01Custom02,cHumanCustomBase,44,44,0x76908ad9,0,0,0x0218dda8,0x0218ca14,0x01ae28a8
1825,cJob01Custom02_01,cHumanCustomBase,44,44,0x5a43b288,0,0,0x0218ddc8,0x0218ca14,0x01ae28a8
1826,cJob01Custom02_02,cHumanCustomBase,56,56,0x434ae332,0,0,0x0218dde8,0x0218ca14,0x01ae28a8
1827,cJob01Custom02_03,cHumanCustomBase,44,44,0x344dd3a4,0,0,0x0218de08,0x0218ca14,0x01ae28a8
1828,cJob01Custom02_04,cHumanCustomBase,44,44,0x2a294607,0,0,0x0218de28,0x0218ca14,0x01ae28a8
1829,cJob01Custom03Base,cHumanCustomBase,40,40,0x6ec31285,0,0,0x0218de48,0x0218ca14,0x01ae28a8
1830,cJob01Custom03,cJob01Custom03Base,40,40,0x0197ba4f,0,0,0x0218de68,0x0218de48,0x01ae28a8
1831,cJob01Custom03_Loop,cJob01Custom03Base,40,40,0x68c253cf,0,0,0x0218de88,0x0218de48,0x01ae28a8
1832,cJob01Custom04,cHumanCustomBase,44,44,0x1ff32fec,0,0,0x0218dea8,0x0218ca14,0x01ae28a8
1833,cJob01Custom05,cHumanCustomBase,80,80,0x68f41f7a,0,0,0x0218dec8,0x0218ca14,0x01ae28a8
1834,cJob01Custom05_End,cHumanCustomBase,40,40,0x74dfdad1,0,0,0x0218dee8,0x0218ca14,0x01ae28a8
1835,cJob01Custom06,cHumanCustomBase,44,44,0x71fd4ec0,0,0,0x0218df08,0x0218ca14,0x01ae28a8
1836,cJob01Custom07,cHumanCustomDodgeBeforeBase,44,44,0x06fa7e56,0,0,0x0218df28,0x0218ca34,0x01ae28a8
1837,cJob01Custom07_Attack,cHumanCustomDodgeAfterBase,44,44,0x1fa801d7,0,0,0x0218df48,0x0218ca54,0x01ae28a8
1838,cJob01Custom07_Attack_2,cHumanCustomDodgeAfterBase,40,40,0x4c8aecfd,0,0,0x0218df68,0x0218ca54,0x01ae28a8
1839,cJob01Custom08,cHumanCustomBase,40,40,0x164563c7,0,0,0x0218df88,0x0218ca14,0x01ae28a8
1840,cJob01Custom08_AirBase,cHumanCustomBase,56,56,0x79591d72,1,0,0x0218dfa8,0x0218ca14,0x01ae28a8
1841,cJob01Custom08_AirStartLand,cJob01Custom08_AirBase,56,56,0x4324466a,0,0,0x0218dfc8,0x0218dfa8,0x01ae28a8
1842,cJob01Custom08_AirStartAir,cJob01Custom08_AirBase,56,56,0x7cc88e8d,0,0,0x0218dfe8,0x0218dfa8,0x01ae28a8
1843,cJob01Custom08_End,cHumanCustomBase,40,40,0x0c4f1e60,0,0,0x0218e008,0x0218ca14,0x01ae28a8
1844,cJob01Custom09,cHumanCustomBase,80,80,0x61425351,0,0,0x0218e028,0x0218ca14,0x01ae28a8
1845,cJob01Custom10,cHumanCustomBase,40,40,0x0185dab4,0,0,0x0218e048,0x0218ca14,0x01ae28a8
1846,cJob01Custom10Fail,cHumanCustomBase,40,40,0x24ac6ed8,0,0,0x0218e068,0x0218ca14,0x01ae28a8
1847,cJob01Custom11,cHumanCustomBase,52,52,0x7682ea22,0,0,0x0218e088,0x0218ca14,0x01ae28a8
1848,cJob01Custom11SuccessStart,cHumanCustomBase,44,44,0x1bd03fe8,0,0,0x0218e0a8,0x0218ca14,0x01ae28a8
1849,cJob01Custom11Success,cHumanCustomBase,40,40,0x575e35b3,0,0,0x0218e0c8,0x0218ca14,0x01ae28a8
1850,cJob01Custom12,cHumanCustomBase,44,44,0x6f8bbb98,0,0,0x0218e0e8,0x0218ca14,0x01ae28a8
1851,cJob01Custom12Additional,cHumanCustomBase,44,44,0x44f3ee6f,0,0,0x0218e108,0x0218ca14,0x01ae28a8
1852,cJob01Custom13,cHumanActEnemyClimbBase,192,192,0x188c8b0e,0,0,0x0218e128,0x0218d758,0x01ae28a8
1853,cJob01Custom13End,cHumanActEnemyClimbBase,176,176,0x71170f5a,0,0,0x0218e148,0x0218d758,0x01ae28a8
1854,cJob01Custom13CancelAttack,cHumanActEnemyClimbBase,176,176,0x6951ccd6,0,0,0x0218e168,0x0218d758,0x01ae28a8
1855,cJob01Custom14,cHumanCustomBase,48,48,0x06e81ead,0,0,0x0218e188,0x0218ca14,0x01ae28a8
1856,cJob01Custom14Success,cHumanCustomBase,48,48,0x1fbe3bd7,0,0,0x0218e1a8,0x0218ca14,0x01ae28a8
1857,cJob01Custom14AirStrike,cHumanCustomBase,44,44,0x5cdfa34c,0,0,0x0218e1c8,0x0218ca14,0x01ae28a8
