**{NAME HERE} ITEM LIST   
||Name|Rank|P-DEF|M-DEF|LEVEL|ID|h
||CENTER:|CENTER:|CENTER:|CENTER:|c
|[Ghosts 'n Goblins Underwear (Female)[魔界村アンダーウェア【女】]]|15|15|15|全ジョブ(Lv1～)/女性専用|19600
|[Cutie Shorts - Pink[キューティショーツ・ピンク]]|7|5|5|全ジョブ(Lv1～)|19611
|[Cutie Shorts - Marine[キューティショーツ・マリン]]|7|5|5|全ジョブ(Lv1～)|19612
|[Wooly Panties (White)[ウーリーパンティ【白】]]|75|135|135|全ジョブ(Lv1～)|21689
|[Wooly Panties (Black)[ウーリーパンティ【黒】]]|75|135|135|全ジョブ(Lv1～)|21690
|[Wooly Panties (Brown)[ウーリーパンティ【茶】]]|75|135|135|全ジョブ(Lv1～)|21691

**Mantle/Cape (All)
|[Leather Cloak[レザークローク]]|1|3|3|全ジョブ(Lv1～)|511
|[Nomad Cloak[ノーマッドクローク]]|1|3|3|全ジョブ(Lv2～)|8793
|[Shed Cloak[シェッドクローク]]|1|4|4|全ジョブ(Lv3～)|512
|[Shoulder Cape[ショルダーケープ]]|1|4|4|全ジョブ(Lv4～)|8783
|[Wanderer's Muffler[さすらい人のマフラー]]|1|5|5|全ジョブ(Lv5～)|8788
|[Scholar Cloak[スカラークローク]]|2|6|6|全ジョブ(Lv6～)|513
|[Brown Cape[ブラウンケープ]]|2|6|6|全ジョブ(Lv7～)|514
|[Feather Cloak[フェザークローク]]|2|7|7|全ジョブ(Lv8～)|8798
|[Wind Cloak[ウィンドクローク]]|2|8|8|全ジョブ(Lv9～)|9740
|[Basic Cape[ベーシックケープ]]|2|9|9|全ジョブ(Lv10～)|8808.
|[Explorer's Night Cape[ナイトケープ]]|3|9|9|全ジョブ(Lv11～)|13781
|[Knight's Mantle[騎士のマント]]|3|10|10|全ジョブ(Lv12～)|8813
|[Desert Cloak[デザートクローク]]|3|11|11|全ジョブ(Lv13～)|9744
|[Traveler's Cloak[旅人のクローク]]|3|12|12|全ジョブ(Lv14～)|8803
|[Jet Black Muffler[漆黒のマフラー]]|3|12|12|全ジョブ(Lv15～)|8818
|[Pharmacy Mantle[ファーマシーマント]]|4|13|13|全ジョブ(Lv16～)|1009
|[Cloak of Wonder[ワンダークローク]]|4|14|14|全ジョブ(Lv17～)|8823
|[Inspector's Cape[インスペクターケープ]]|4|15|15|全ジョブ(Lv18～)|8828
|[Cloak of Vows[誓いのクローク]]|4|16|16|全ジョブ(Lv19～)|9749
|[[ダークブルムクローク]]|4|17|17|全ジョブ(Lv20～)|
|[Gryphus Mantle[グリプスマント]]|5|18|18|全ジョブ(Lv21～)|1010
|[[ビーストケープ]]|5|18|18|全ジョブ(Lv22～)|
|[Guardian's Cape[ガーディアンズケープ]]|5|19|19|全ジョブ(Lv23～)|8843
|[Arisen's Mantle[覚者のマント]]|5|20|20|全ジョブ(Lv24～)|8848
|[Cloak of Nostalgia[望郷のクローク]]|5|21|21|全ジョブ(Lv25～)|1016
|[Wiseman Cloak[ワイズマンクローク]]|6|22|22|全ジョブ(Lv26～)|2624
|[Victory Cape[ビクトリーケープ]]|6|23|23|全ジョブ(Lv27～)|8863
|[Sergeant's Cloak[サージェントクローク]]|6|24|24|全ジョブ(Lv28～)|1017
|[Militant Mantle[闘士のマント]]|6|25|25|全ジョブ(Lv29～)|8853
|[Eagle Mantle[イーグルマント]]|6|26|26|全ジョブ(Lv30～)|1014
|[Pauldron[ポールドロン]]|7|27|27|全ジョブ(Lv31～)|1013
|[Survivor's Cape[サバイバーズケープ]]|7|28|28|全ジョブ(Lv32～)|1015
|[Loftiness Cape[ロフティネスケープ]]|7|29|29|全ジョブ(Lv33～)|8858
|[Saudade Muffler[サウダージマフラー]]|7|30|30|全ジョブ(Lv34～)|1019
|[Cavalier's Cloak[騎士団員のクローク]]|7|31|31|全ジョブ(Lv35～)|1020
|[Songstress' Cloak[歌姫のクローク]]|8|32|32|全ジョブ(Lv36～)|8868
|[Malevolent God's Cloak[アラガミクローク]]|8|33|33|全ジョブ(Lv37～)|9754
|[Innocence Cape[イノセンスケープ]]|8|34|34|全ジョブ(Lv38～)|9759
|[Officer's Mantle[オフィサーマント]]|8|35|35|全ジョブ(Lv39～)|9764
|[White Wings Mantle[白翼のマント]]|8|36|36|全ジョブ(Lv40～)|1011
|[Order Cape[オーダーケープ]]|9|37|37|全ジョブ(Lv41～)|1021
|[Arbitrator's Mantle[調停者のマント]]|9|39|39|全ジョブ(Lv42～)|1022
|[Deep Forest Mantle[ディープフォレストマント]]|9|42|42|全ジョブ(Lv43～)|8873
|[Raptor Mantle[ラプターマント]]|9|43|43|全ジョブ(Lv44～)|8878
|[Heavy Spaulders[ヘビースポウダー]]|9|46|46|全ジョブ(Lv45～)|9769
|[Roving Muffler[流浪のマフラー]]|10|43|43|全ジョブ(Lv46～)|8893
|[Brutal Cape[ブルータルケープ]]|10|44|44|全ジョブ(Lv47～)|8883
|[Royal Cloak[ロイヤルクローク]]|10|45|45|全ジョブ(Lv48～)|8903
|[White Dragon's Mantle[白竜のマント]]|10|47|47|全ジョブ(Lv50～)|1018
|[Blackbound Cloak[黒縛のクローク]]|11|49|49|全ジョブ(Lv51～)|8898
|[Guard Mantle[ガルーダマント]]|11|51|51|全ジョブ(Lv52～)|1024
|[Amadeus Cloak[アマデウスクローク]]|11|52|52|全ジョブ(Lv53～)|8913
|[Mantle of Albion[マントオブアルビオン]]|11|54|54|全ジョブ(Lv55～)|8923
|[Great Arisen's Mantle[大覚者のマント]]|11|54|54|全ジョブ(Lv55～)|1023
|[Paladin's Mantle[聖騎士のマント]]|12|57|57|全ジョブ(Lv56～)|8918
|[Legendary Cloak[レジェンダリークローク]]|12|76|76|アルケミスト(Lv58～)|8888
|['Alchymia Magna[アルキュミア・マグナ]]|12|80|80|アルケミスト(Lv60～)|8908
|[Victor's Cloak[ビクターズクローク]]|15|79|79|全ジョブ(Lv62～)|13153
|[Expecto Cloak[エクスペクトクローク]]|20|87|87|全ジョブ(Lv65～)|13158
|[Holy Embrace[ホーリーエンブレイス]]|25|89|89|全ジョブ(Lv65～)|13163
|[Benediction Mantle[ベネディクションマント]]|30|91|91|全ジョブ(Lv65～)|13168
|[Beast Lord's Cape[獣王のケープ]]|30|90|90|全ジョブ(Lv67～)|13173
|[Sancto Cloak[サンクトクローク]]|35|97|97|全ジョブ(Lv70～)|13178
|[Imperial Cape[インペリアルケープ]]|40|100|100|全ジョブ(Lv70～)|13183
|[Cryptid Mantle[幻獣のマント]]|45|103|103|全ジョブ(Lv70～)|13188
|[Crimson Cloak[真紅のクローク]]|45|106|106|全ジョブ(Lv72～)|15569
|[Sea Eagle's Mantle[大鷲のマント]]|50|110|110|全ジョブ(Lv75～)|15574
|[Mantle of Military Rule[覇道のマント]]|55|113|113|全ジョブ(Lv75～)|15579
|[Nigredo Mantle[ニグレドマント]]|60|116|116|全ジョブ(Lv75～)|15584
|[White Leather Cloak[ホワイトレザークローク]]|60|120|120|全ジョブ(Lv77～)|15594
|[Bluish Purple Muffler[紫紺のマフラー]]|65|124|124|全ジョブ(Lv80～)|15599
|[Spirit Mantle[スピリットマント]]|70|127|127|全ジョブ(Lv80～)|15604
|[Finnegan's Mantle[フィネガンズマント]]|75|125|125|全ジョブ(Lv80～)|11499
|[Greedy Mantle[グリーディマント]]|75|130|130|全ジョブ(Lv80～)|15589
|[Azure Mantle[アズールマント]]|75|130|130|全ジョブ(Lv80～)|15609
|[Magica Cloak[マギカクローク]]|75|139|139|全ジョブ(Lv1～)|18899
|[Arabesque Stole[アラベスクストール]]|80|128|128|全ジョブ(Lv80～)|17841
|[Albasiyyah[アルヴェスィヤフ]]|85|135|135|全ジョブ(Lv83～)|17846
|[Sadek Mantle[サーディクマント]]|85|152|152|全ジョブ(Lv90～)|21142
|[Acrean Cloak[アッカリアマント]]|90|139|139|全ジョブ(Lv85～)|17851
|[Gloria Stole[グロリアストール]]|90|143|143|全ジョブ(Lv85～)|19380
|[Ancient Mantle[エンシェントマント]]|90|10|10|全ジョブ(Lv85～)|19381
|[Desert Stole[デザートストール]]|90|140|140|全ジョブ(Lv85～)|18469
|[Oriental Mantle[オリエンタルマント]]|95|147|147|全ジョブ(Lv88～)|18474
|[Eastern Shade[イースタンシェイズ]]|95|156|156|全ジョブ(Lv90～)|18479
|[Royal Mantle of the Shoulder Armor[肩鎧のロイヤルマント]]|95|171|171|全ジョブ(Lv95～)|21147
|[Necromanced Mantle[ネクロマンスドマント]]|100|10|10|全ジョブ(Lv1～)|21102
|[Cloak of Lament[慟哭のクローク]]|100|159|159|全ジョブ(Lv1～)|21103
|[Scapular Mantle[スカピュラーマント]]|100|156|156|全ジョブ(Lv90～)|20728
|[Suiere Mantle[スイェーレマント]]|105|165|165|全ジョブ(Lv93～)|20733
|[Sauveur Mantle of the Royal Family[王家のソヴァールマント]]|105|183|183|全ジョブ(Lv100～)|21152
|[[バシュロールマント]]|110|171|171|全ジョブ(Lv95～)|
|[Rébellion Cloak[レヴェヨンマント]]|110|170|170|全ジョブ(Lv95～)|21072
|[Traître Mantle[トレートルマント]]|115|176|176|全ジョブ(Lv98～)|21077
|[Revanche Mantle[ルヴァンシュマント]]|120|183|183|全ジョブ(Lv100～)|21082
|[[精霊のクローク]]|130|186|186|全ジョブ(Lv100～)|
|[[炎王のクローク]]|130|186|186|全ジョブ(Lv100～)|
|[[白翼のクローク]]|130|186|186|全ジョブ(Lv100～)|
|[[黄金のクローク]]|130|186|186|全ジョブ(Lv100～)|
|[[黒砕のクローク]]|135|189|189|全ジョブ(Lv100～)|
|[[聖印のライブリークローク]]|140|206|206|全ジョブ(Lv105～)|
|[Rookie Arisen's High Muffler[新人覚者のハイマフラー]]||||全ジョブ(Lv1～)|11025
|[Rookie Arisen's Battle Cape[新人覚者のバトルケープ]]||||全ジョブ(Lv1～)|11020
|[Rookie Arisen's Light Cloak[新人覚者のライトクローク]]|1|12|12|全ジョブ(Lv1～)|11035
|[Rookie Arisen's Leather Mantle[新人覚者のレザーマント]]||||全ジョブ(Lv1～)|11030
|[Rookie Arisen's Tight Cloth[新人覚者のタイトクロス]]||||全ジョブ(Lv1～)|11040
|[Invisible Mantle[無形のマント]]|1|0|0|全ジョブ(Lv1～)|11755
|[Explorer's Night Cape[調査隊のナイトケープ]]||||全ジョブ(Lv1～)|13781
|[Explorer's Gryphus Mantle[調査隊のグリプスマント]]||||全ジョブ(Lv1～)|13771
|[Explorer's Alchemy Mantle[調査隊のアルケミーマント]]||||全ジョブ(Lv1～)|13766
|[Explorer's Travel Cloak[調査隊のトラベルクローク]]||||全ジョブ(Lv1～)|13761
|[Explorer's Feather Cloak[調査隊のフェザークローク]]||||全ジョブ(Lv1～)|13776
|[Mantle of Domination[制覇のマント]]|12|80|80|全ジョブ(Lv60～)|13510
|[Fancy Dress: Imp's Mantle[仮装のマント 小悪魔]]|1|10|10|全ジョブ(Lv1～)|16731
|[Fancy Dress: Vampire's Mantle[仮装のマント バンパイア]]|1|10|10|全ジョブ(Lv1～)|16732
|[Present Sack[プレゼントサック]]|1|10|10|全ジョブ(Lv1～)|16794
|[Present Sack (Supplied)[プレゼントサック【支給品】]]|1|5|5|全ジョブ(Lv1～)|16793
|[Christmas Mantle[クリスマスマント]]|1|10|10|全ジョブ(Lv1～)|
|[Mantle of Battle Supremacy[闘覇のマント]]|75|||全ジョブ(Lv80～)|18894
|[Magical Night Vampire Mantle[妖夜のバンパイアマント]]|10|0|0|全ジョブ(Lv1～)|20442
|[Maestro Mantle[マエストロマント]]|92|142|142|全ジョブ(Lv1～)|21295
|[Virtuoso Mantle[ヴィルトゥオーソマント]]|95|149|149|全ジョブ(Lv1～)|21297
|[Bunny Tail (White)[バニーテール【白】]]|75|135|135|全ジョブ(Lv1～)|21704
|[Bunny Tail (Black)[バニーテール【黒】]]|75|135|135|全ジョブ(Lv1～)|21705
|[Bunny Tail (White)[バニーテール【茶】]]|75|135|135|全ジョブ(Lv1～)|21706
|[Kitty Tail (Brown)[キティーテール【白】]]|75|135|135|全ジョブ(Lv1～)|21707
|[Kitty Tail (Black)[キティーテール【黒】]]|75|135|135|全ジョブ(Lv1～)|21708
|[Kitty Tail (Brown)[キティーテール【茶】]]|75|135|135|全ジョブ(Lv1～)|21709
|[Raccoon Tail (White)[ラクーンテール【白】]]|75|135|135|全ジョブ(Lv1～)|21710
|[Raccoon Tail (Black)[ラクーンテール【黒】]]|75|135|135|全ジョブ(Lv1～)|21711
|[Raccoon Tail (Brown)[ラクーンテール【茶】]]|75|135|135|全ジョブ(Lv1～)|21712
|[Bunny Tail (Deep Red)[バニーテール【紅】]]|1|0|0|全ジョブ(Lv1～)|24931
|[Kitty Tail (Deep Red)[キティーテール【紅】]]|1|0|0|全ジョブ(Lv1～)|24932
|[Raccoon Tail (Deep Red)[ラクーンテール【紅】]]|1|0|0|全ジョブ(Lv1～)|24933
|[Rookie Arisen's High Muffler[新人覚者のハイマフラー]]||||全ジョブ(Lv1～)|11025
|[Rookie Arisen's Battle Cape[新人覚者のバトルケープ]]||||全ジョブ(Lv1～)|11020
|[Rookie Arisen's Light Cloak[新人覚者のライトクローク]]|1|12|12|全ジョブ(Lv1～)|11035
|[Rookie Arisen's Leather Mantle[新人覚者のレザーマント]]||||全ジョブ(Lv1～)|11030
|[Rookie Arisen's Tight Cloth[新人覚者のタイトクロス]]||||全ジョブ(Lv1～)|11040
|[Invisible Mantle[無形のマント]]|1|0|0|全ジョブ(Lv1～)|11755
|[Explorer's Night Cape[調査隊のナイトケープ]]||||全ジョブ(Lv1～)|13781
|[Explorer's Gryphus Mantle[調査隊のグリプスマント]]||||全ジョブ(Lv1～)|13771
|[Explorer's Alchemy Mantle[調査隊のアルケミーマント]]||||全ジョブ(Lv1～)|13766
|[Explorer's Travel Cloak[調査隊のトラベルクローク]]||||全ジョブ(Lv1～)|13761
|[Explorer's Feather Cloak[調査隊のフェザークローク]]||||全ジョブ(Lv1～)|13776
|[Mantle of Domination[制覇のマント]]|12|80|80|全ジョブ(Lv60～)|13510
|[Fancy Dress: Imp's Mantle[仮装のマント 小悪魔]]|1|10|10|全ジョブ(Lv1～)|16731
|[Fancy Dress: Vampire's Mantle[仮装のマント バンパイア]]|1|10|10|全ジョブ(Lv1～)|16732
|[Present Sack[プレゼントサック]]|1|10|10|全ジョブ(Lv1～)|16794
|[Present Sack (Supplied)[プレゼントサック【支給品】]]|1|5|5|全ジョブ(Lv1～)|16793
|[Christmas Mantle[クリスマスマント]]|1|10|10|全ジョブ(Lv1～)|16792
|[Mantle of Battle Supremacy[闘覇のマント]]|75|||全ジョブ(Lv80～)|18894
|[Magical Night Vampire Mantle[妖夜のバンパイアマント]]|10|0|0|全ジョブ(Lv1～)|20442
|[Maestro Mantle[マエストロマント]]|92|142|142|全ジョブ(Lv1～)|21295
|[Virtuoso Mantle[ヴィルトゥオーソマント]]|95|149|149|全ジョブ(Lv1～)|21297
|[Bunny Tail (White)[バニーテール【白】]]|75|135|135|全ジョブ(Lv1～)|21704
|[Bunny Tail (Black)[バニーテール【黒】]]|75|135|135|全ジョブ(Lv1～)|21705
|[Bunny Tail (Brown)[バニーテール【茶】]]|75|135|135|全ジョブ(Lv1～)|21706
|[Kitty Tail (Brown)[キティーテール【白】]]|75|135|135|全ジョブ(Lv1～)|21707
|[Kitty Tail (Black)[キティーテール【黒】]]|75|135|135|全ジョブ(Lv1～)|21708
|[Kitty Tail (Brown)[キティーテール【茶】]]|75|135|135|全ジョブ(Lv1～)|21709
|[Raccoon Tail (White)[ラクーンテール【白】]]|75|135|135|全ジョブ(Lv1～)|21710
|[Raccoon Tail (Black)[ラクーンテール【黒】]]|75|135|135|全ジョブ(Lv1～)|21711
|[Raccoon Tail (Brown)[ラクーンテール【茶】]]|75|135|135|全ジョブ(Lv1～)|21712
|[Bunny Tail (Deep Red)[バニーテール【紅】]]|1|0|0|全ジョブ(Lv1～)|24931
|[Kitty Tail (Deep Red)[キティーテール【紅】]]|1|0|0|全ジョブ(Lv1～)|24932
|[Raccoon Tail (Deep Red)[ラクーンテール【紅】]]|1|0|0|全ジョブ(Lv1～)|24933
